,POPULATION,COUNTYFIPS,LATITUDE,LONGITUDE,NAME,ADDRESS,CITY,STATE,COUNTY,ZIP,TELEPHONE,TYPE,STATUS,SOURCE,WEBSITE,OWNER,TOTAL_BEDS_IN_COUNTY,MARKET_SHARE,PROVIDERNUMBER,TOTAL_HOSPITAL_BEDS,ICU_HOSPITAL_BEDS,CONFIRMED_CASES_STATE,DEATHS_STATE,RECOVERED_STATE,COUNTY_CASES,PATIENTS,HospitalizedDay30,ICUDay30,VentDay30,HospitalizedDailyDay30,ICUDailyDay30,VentDailyDay30,OverflowRisk
10,596849,12009,28.08719802,-80.61443759999997,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,FL,BREVARD,32901,(321) 434-7171,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.health-first.org,NON-PROFIT,1466.0,0.3506139154160982,100019.0,514.0,54.0,314.0,7.0,0.0,1.0,0.3506139154160982,7,3,2,1.2153102629940253,0.4861241051976104,0.2430620525988052,0.013618677042801557
11,596849,12009,28.08719802,-80.61443759999997,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,FL,BREVARD,32901,(321) 434-7171,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.health-first.org,NON-PROFIT,1466.0,0.3506139154160982,100019.0,514.0,54.0,314.0,7.0,0.0,2.0,0.7012278308321964,13,6,4,2.413238170222627,0.9652952680890508,0.4826476340445254,0.02529182879377432
12,596849,12009,28.63074177,-80.82420147,PARRISH MEDICAL CENTER,951 N WASHINGTON AVE,TITUSVILLE,FL,BREVARD,32796,(321) 268-6110,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.parrishmed.com,GOVERNMENT - DISTRICT/AUTHORITY,1466.0,0.11118690313778992,100028.0,163.0,8.0,314.0,7.0,0.0,1.0,0.11118690313778992,2,1,1,0.3872959433810923,0.15491837735243674,0.07745918867621837,0.012269938650306749
13,596849,12009,28.63074177,-80.82420147,PARRISH MEDICAL CENTER,951 N WASHINGTON AVE,TITUSVILLE,FL,BREVARD,32796,(321) 268-6110,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.parrishmed.com,GOVERNMENT - DISTRICT/AUTHORITY,1466.0,0.11118690313778992,100028.0,163.0,8.0,314.0,7.0,0.0,2.0,0.22237380627557984,4,2,1,0.7728281181247505,0.3091312472499004,0.1545656236249502,0.024539877300613498
14,596849,12009,28.3601248,-80.62298517,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CSWY,COCOA BEACH,FL,BREVARD,32931,(321) 799-7111,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.health-first.org,NON-PROFIT,1466.0,0.10231923601637108,100177.0,150.0,12.0,314.0,7.0,0.0,1.0,0.10231923601637108,2,1,1,0.35647213165678027,0.14258885266271237,0.07129442633135619,0.013333333333333334
15,596849,12009,28.3601248,-80.62298517,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CSWY,COCOA BEACH,FL,BREVARD,32931,(321) 799-7111,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.health-first.org,NON-PROFIT,1466.0,0.10231923601637108,100177.0,150.0,12.0,314.0,7.0,0.0,2.0,0.20463847203274216,4,2,1,0.7114501175732855,0.28458004702931383,0.14229002351465692,0.02666666666666667
16,596849,12009,28.334993800000003,-80.72282544,WUESTHOFF MEDICAL CENTER-ROCKLEDGE,110 LONGWOOD AVE,ROCKLEDGE,FL,BREVARD,32955,(321) 636-2211,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.wuesthoff.org,PROPRIETARY,1466.0,0.20327421555252387,,298.0,,314.0,7.0,0.0,1.0,0.20327421555252387,4,2,1,0.7067268810205691,0.28269075240822783,0.14134537620411392,0.013422818791946308
17,596849,12009,28.334993800000003,-80.72282544,WUESTHOFF MEDICAL CENTER-ROCKLEDGE,110 LONGWOOD AVE,ROCKLEDGE,FL,BREVARD,32955,(321) 636-2211,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.wuesthoff.org,PROPRIETARY,1466.0,0.20327421555252387,,298.0,,314.0,7.0,0.0,2.0,0.4065484311050477,8,4,2,1.4075788150179385,0.5630315260071752,0.2815157630035876,0.026845637583892617
18,596849,12009,28.22796788,-80.72933205,VIERA HOSPITAL,8745 N WICKHAM RD,MELBOURNE,FL,BREVARD,32940,(321) 434-9000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.vierahospital.org,NON-PROFIT,1466.0,0.0572987721691678,100315.0,84.0,20.0,314.0,7.0,0.0,1.0,0.0572987721691678,2,1,1,0.1998088110163625,0.07992352440654515,0.03996176220327258,0.023809523809523808
19,596849,12009,28.22796788,-80.72933205,VIERA HOSPITAL,8745 N WICKHAM RD,MELBOURNE,FL,BREVARD,32940,(321) 434-9000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.vierahospital.org,NON-PROFIT,1466.0,0.0572987721691678,100315.0,84.0,20.0,314.0,7.0,0.0,2.0,0.1145975443383356,3,1,1,0.39914826808349835,0.15965930723339916,0.07982965361669958,0.03571428571428571
20,596849,12009,27.99942824,-80.61094885,PALM BAY HOSPITAL,1425 MALABAR RD NE,PALM BAY,FL,BREVARD,32907,(321) 434-8000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://palmbayhospital.com/hospitals_services/pbch/index.cfm,NON-PROFIT,1466.0,0.0941336971350614,100316.0,138.0,12.0,314.0,7.0,0.0,1.0,0.0941336971350614,2,1,1,0.32800942149918066,0.1312037685996723,0.06560188429983616,0.014492753623188406
21,596849,12009,27.99942824,-80.61094885,PALM BAY HOSPITAL,1425 MALABAR RD NE,PALM BAY,FL,BREVARD,32907,(321) 434-8000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://palmbayhospital.com/hospitals_services/pbch/index.cfm,NON-PROFIT,1466.0,0.0941336971350614,100316.0,138.0,12.0,314.0,7.0,0.0,2.0,0.1882673942701228,4,2,1,0.6547538107886108,0.2619015243154448,0.1309507621577224,0.028985507246376812
22,596849,12009,28.10931987,-80.67482367,WUESTHOFF MEDICAL CENTER-MELBOURNE,250 N WICKHAM RD,MELBOURNE,FL,BREVARD,32935,(321) 752-1200,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.wuesthoff.org,PROPRIETARY,1466.0,0.08117326057298772,,119.0,,314.0,7.0,0.0,1.0,0.08117326057298772,2,1,1,0.2829238999098562,0.11316955996394251,0.056584779981971256,0.01680672268907563
23,596849,12009,28.10931987,-80.67482367,WUESTHOFF MEDICAL CENTER-MELBOURNE,250 N WICKHAM RD,MELBOURNE,FL,BREVARD,32935,(321) 752-1200,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.wuesthoff.org,PROPRIETARY,1466.0,0.08117326057298772,,119.0,,314.0,7.0,0.0,2.0,0.16234652114597545,3,2,1,0.5649066735659769,0.22596266942639076,0.11298133471319538,0.025210084033613446
24,1951260,12011,26.26875278,-80.25565622,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,CORAL SPRINGS,FL,BROWARD,33065,(954) 344-3000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.browardhealth.org/bhcs,GOVERNMENT - DISTRICT/AUTHORITY,5721.0,0.034958923265163436,100276.0,200.0,16.0,314.0,7.0,0.0,96.0,3.3560566334556903,59,28,15,11.473146218396082,4.5892584873584354,2.2946292436792177,0.295
25,1951260,12011,26.27700374,-80.12096378,BROWARD HEALTH NORTH,201 E SAMPLE RD,POMPANO BEACH,FL,BROWARD,33064,(954) 941-8300,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.browardhealth.org/Default.aspx?id=3&sid=3&CWFriendlyUrl=true,GOVERNMENT - DISTRICT/AUTHORITY,5721.0,0.07149099807725923,100086.0,409.0,29.0,314.0,7.0,0.0,96.0,6.863135815416887,118,56,30,22.955269689358516,9.182107875743412,4.591053937871706,0.2885085574572127
26,1951260,12011,26.08192217,-80.36489475,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,WESTON,FL,BROWARD,33326,(954) 689-5000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.clevelandclinic.org/florida,NON-PROFIT,5721.0,0.02709316553050166,100289.0,155.0,48.0,314.0,7.0,0.0,96.0,2.6009438909281597,46,22,12,8.933756479941053,3.5735025919764283,1.7867512959882141,0.2967741935483871
27,1951260,12011,26.01301541,-80.31080036,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,PEMBROKE PINES,FL,BROWARD,33028,(954) 436-5000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.mhs.net,GOVERNMENT - DISTRICT/AUTHORITY,5721.0,0.07795839888131445,100281.0,446.0,32.0,314.0,7.0,0.0,96.0,7.484006292606188,129,60,32,24.935489824711283,9.974195929884516,4.987097964942258,0.289237668161435
28,1951260,12011,26.01894181,-80.18002199,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,BROWARD,33021,(954) 987-2000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.mhs.net,GOVERNMENT - DISTRICT/AUTHORITY,5721.0,0.13931130921167628,100038.0,797.0,92.0,314.0,7.0,0.0,96.0,13.373885684320927,224,105,56,42.964467469621695,17.185786987848672,8.592893493924336,0.2810539523212045
29,1951260,12011,26.26297481,-80.20288603,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,MARGATE,FL,BROWARD,33063,(954) 974-0400,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.northwestmed.com,PROPRIETARY,5721.0,0.03985317252228631,30085.0,228.0,35.0,314.0,7.0,0.0,96.0,3.8259045621394856,67,32,17,13.04106166259325,5.216424665037302,2.608212332518651,0.29385964912280704
30,1951260,12011,26.18646107,-80.11993790000002,HOLY CROSS HOSPITAL,4725 N FEDERAL HWY,FORT LAUDERDALE,FL,BROWARD,33308,(954) 771-8000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.holy-cross.com,NON-PROFIT,5721.0,0.09736060129348016,210004.0,557.0,46.0,314.0,7.0,0.0,96.0,9.346617724174095,159,75,40,30.783524434506376,12.313409773802576,6.156704886901288,0.28545780969479356
31,1951260,12011,25.99086815,-80.37275118,MEMORIAL HOSPITAL MIRAMAR,1901 SW  172ND AVE,MIRAMAR,FL,BROWARD,33029,(954) 538-4800,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.mhs.net,GOVERNMENT - DISTRICT/AUTHORITY,5721.0,0.03111344170599545,100285.0,178.0,18.0,314.0,7.0,0.0,96.0,2.986890403775564,53,25,13,10.234684000159064,4.093873600063631,2.0469368000318156,0.29775280898876405
32,1951260,12011,26.12640945,-80.20526766,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,PLANTATION,FL,BROWARD,33317,(954) 587-5010,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.plantationgeneral.com,PROPRIETARY,5721.0,0.04614577871001573,100167.0,264.0,,314.0,7.0,0.0,96.0,4.42999475616151,78,36,20,15.043353206636482,6.0173412826545984,3.0086706413272992,0.29545454545454547
33,1951260,12011,26.21215033,-80.2541543,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,BROWARD,33321,(954) 721-2200,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.uhmchealth.com,PROPRIETARY,5721.0,0.055409893375284035,100224.0,317.0,15.0,314.0,7.0,0.0,96.0,5.319349764027268,93,44,23,17.963535338234152,7.185414135293648,3.592707067646824,0.29337539432176657
34,1951260,12011,26.029793100000006,-80.24558482,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,BROWARD,33024,(954) 962-9650,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.memorialpembroke.com/,GOVERNMENT - DISTRICT/AUTHORITY,5721.0,0.05261317951407097,100230.0,301.0,24.0,314.0,7.0,0.0,96.0,5.050865233350813,88,41,22,17.08542321657498,6.834169286629994,3.417084643314997,0.292358803986711
35,1951260,12011,26.16336745,-80.21857890000003,NORTH SHORE MEDICAL CENTER - FMC CAMPUS,5000 W OAKLAND PARK BLVD,LAUDERDALE LAKES,FL,BROWARD,33313,(954) 735-6000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.fmc-campus.com,PROPRIETARY,5721.0,0.08023072889355007,,459.0,,314.0,7.0,0.0,96.0,7.702149973780807,132,62,33,25.62755512515227,10.25102205006091,5.125511025030455,0.2875816993464052
36,1951260,12011,26.20705176,-80.11087020000002,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,BROWARD,33308,(954) 776-8500,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.browardhealth.org/Default.aspx?id=4&sid=4&CWFriendlyUrl=true,GOVERNMENT - DISTRICT/AUTHORITY,5721.0,0.0356581017304667,100200.0,204.0,10.0,314.0,7.0,0.0,96.0,3.4231777661248035,60,28,15,11.697702967021925,4.679081186808766,2.339540593404383,0.29411764705882354
37,1951260,12011,26.10263549,-80.14088964,BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,BROWARD,33316,(954) 355-4400,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.browardhealth.org/bhmc,GOVERNMENT - DISTRICT/AUTHORITY,5721.0,0.11466526830973604,100039.0,656.0,57.0,314.0,7.0,0.0,96.0,11.007865757734661,186,87,47,35.88394106815923,14.353576427263704,7.176788213631852,0.28353658536585363
38,1951260,12011,26.00979908,-80.14425525,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,1859 VAN BUREN ST,HOLLYWOOD,FL,BROWARD,33020,(954) 920-9000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.khsfhollywood.com/,PROPRIETARY,5721.0,0.020800559342772244,,119.0,,314.0,7.0,0.0,96.0,1.9968536969061357,36,17,9,6.884791264480711,2.7539165057922794,1.3769582528961397,0.3025210084033613
39,1951260,12011,26.00219657,-80.17991035,MEMORIAL REGIONAL HOSPITAL SOUTH,3600 WASHINGTON ST,HOLLYWOOD,FL,BROWARD,33021,(954) 518-5001,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.memorialregionalsouth.com,GOVERNMENT - DISTRICT/AUTHORITY,5721.0,0.037755637126376515,,216.0,,314.0,7.0,0.0,96.0,3.624541164132145,64,30,16,12.370234685813543,4.948093874325409,2.4740469371627043,0.2962962962962963
40,1951260,12011,26.12329367,-80.25973415,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,BROWARD,33324,(954) 476-3915,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.westsideregional.com,PROPRIETARY,5721.0,0.037580842510050685,100228.0,215.0,32.0,314.0,7.0,0.0,96.0,3.607760880964866,63,30,16,12.314255541607508,4.925702216642989,2.4628511083214946,0.2930232558139535
41,184998,12015,26.98892519,-82.09569026,BAYFRONT HEALTH PORT CHARLOTTE,2500 HARBOR BLVD,PORT CHARLOTTE,FL,CHARLOTTE,33952,(941) 766-4122,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.charlotteregional.com/locations/peace-river-regional-medical-center,PROPRIETARY,771.0,0.3294422827496757,100077.0,254.0,22.0,314.0,7.0,0.0,1.0,0.3294422827496757,6,3,2,1.1254092438699317,0.45016369754797214,0.22508184877398607,0.023622047244094488
42,184998,12015,26.94094642,-82.04027740000002,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,PUNTA GORDA,FL,CHARLOTTE,33950,(941) 637-3128,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.rmchealth.com,PROPRIETARY,771.0,0.3631647211413748,100047.0,280.0,10.0,314.0,7.0,0.0,1.0,0.3631647211413748,7,3,2,1.2378559176420811,0.49514236705683334,0.24757118352841667,0.025
43,184998,12015,26.98841831,-82.09806929,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,CHARLOTTE,33952,(941) 629-1181,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.fawcetthospital.com,PROPRIETARY,771.0,0.30739299610894943,100236.0,237.0,19.0,314.0,7.0,0.0,1.0,0.30739299610894943,6,3,2,1.0516134183036723,0.4206453673214683,0.21032268366073414,0.02531645569620253
44,147929,12017,28.83403439,-82.33579571,CITRUS MEMORIAL HOSPITAL,502 HIGHLAND BLVD,INVERNESS,FL,CITRUS,34452,(352) 726-1551,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.citrusmh.com,NON-PROFIT,332.0,0.6144578313253012,100023.0,204.0,24.0,314.0,7.0,0.0,3.0,1.8433734939759037,30,14,8,5.538243613510723,2.215297445404289,1.1076487227021445,0.14705882352941177
45,147929,12017,28.95195805,-82.62450274,SEVEN RIVERS REGIONAL MEDICAL CENTER,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,CITRUS,34428,(352) 795-6560,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.srrmc.com,PROPRIETARY,332.0,0.3855421686746988,100249.0,128.0,16.0,314.0,7.0,0.0,3.0,1.1566265060240966,20,9,5,3.672908015598857,1.4691632062395446,0.7345816031197723,0.15625
46,216072,12019,30.10876243,-81.83268869,ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,1670 ST. VINCENT'S WAY,MIDDLEBURG,FL,CLAY,32068,(904) 602-1000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.jaxhealth.com/,NON-PROFIT,336.0,0.3154761904761905,,106.0,,314.0,7.0,0.0,4.0,1.261904761904762,22,10,6,4.103760441576199,1.641504176630482,0.820752088315241,0.20754716981132076
47,216072,12019,30.16584024,-81.73758964,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,CLAY,32073,(904) 276-8500,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.opmedical.com,PROPRIETARY,336.0,0.6845238095238095,100226.0,230.0,28.0,314.0,7.0,0.0,4.0,2.738095238095238,44,21,11,8.205794177155482,3.2823176708621915,1.6411588354310958,0.19130434782608696
48,378488,12021,26.15064489,-81.79874297,NAPLES COMMUNITY HOSPITAL,350 SEVENTH ST N,NAPLES,FL,COLLIER,34102,(239) 436-5000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,HTTP://WWW.NCHMD.ORG,NON-PROFIT,964.0,0.40560165975103735,100018.0,391.0,34.0,314.0,7.0,0.0,18.0,7.300829875518673,110,52,28,20.240966765353534,8.096386706141402,4.048193353070701,0.2813299232736573
49,378488,12021,26.10553542,-81.68488477,PHYSICIANS REGIONAL - COLLIER BOULEVARD,8300 COLLIER BLVD,NAPLES,FL,COLLIER,34114,(239) 354-6000,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.physiciansregional.com/locations/physicians-regional-collier,PROPRIETARY,964.0,0.1037344398340249,,100.0,,314.0,7.0,0.0,18.0,1.867219917012448,32,15,8,6.139127875861924,2.4556511503447744,1.2278255751723872,0.32
50,378488,12021,26.270174,-81.788584,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,1285 CREEKSIDE BLVD E,NAPLES,FL,COLLIER,34109,(239) 529-1800,GENERAL ACUTE CARE,OPEN,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,https://www.landmarkhospitals.com/,PROPRIETARY,964.0,0.05186721991701245,,50.0,,314.0,7.0,0.0,18.0,0.933609958506224,17,8,5,3.1627807947960562,1.2651123179184225,0.6325561589592112,0.34
